No,TEXT,True Label,Predicted Label
113,"Yg pasti agar terbindar dari reman reman jalanan dan reman2 yg berkedok sorban, yg suka teriak2 kagak jalas",0,0
114,Konten anda sangat tidak bermutu bagi seorang akademis.,1,0
115,"Dan apakah anda tau wahai kroni Joko.<br>Apa anda lupa bahwa perintah konstitusi itu adalah mencerdaskan masyarakat dan memelihara fakir miskin.<br>Saya tidak akan menjelaskan panjang lebar.<br>Satu hal saja, Jika anda tidak memiliki kepentingan kerja sama dengannya, Tentu anda tidak akan membantu pengkhianatan Joko.<br>Satu hal saja dari saya, Anda itu bodoh.<br>Sehingga anda harus membela Joko dengan retorika anda.<br>Jika anda dapat membodohi orang lain, Tapi belum tentu pada saya.<br><br>Ingatlah, Anda bisa membohongi/membodohi beberapa orang dengan beberapa saat.<br>Tetapi anda tidak akan bisa membodohi/membohongi semua orang dengan selamanya.",0,0
116,Sangat luar biasa informasinya untuk kita makin cinta dan makin percaya pak Presiden kita punya niat yang mulia benar benar memajukan NKRI seutuhnya ..semua akan sejahtera dengan pencapaian dan kesuksesan tsb ❤,1,1
117,IKN NUSANTARA UNTUK APA...JAWABNYA MUTAR MUTAR SAMPEAN.....??? jokowi sudah ambil DP INVESTASI SINGAPORE.....ditambah AMBIL KAS NEGARA  tETETEK tRILIUN......JANGAN ADA KKN OON LU.......DP PENGUSAHA PERWAKILAN SINGAPURE SUDAH DITANGAN JOKOWI..(ya KKN lah itu sogok menyogok).JADI MAU GAK MAU JOKOWI HARUS PAKSA ITU IKN JADIIN SEBELUM DIA LEPAS.....MEMANG PENERUS TIDAK AKAN MELANJUTKAN.....???? NGOTREK SEDIKITPUN TIDAK BERANI... KENAPA.....?. nanti dianggap tidak bertanggung jawab.....serah terima aja kasi amanah......ini saya kerja dan selesai presiden batas disini IKN tinggal dilanjutkan.....Itu dananya silakan di audit......itu investasi DP yang sudah diambil...silakan juga di Audit....kan beres gak kelihatan seperti manusia ambisius...kan tinggal 1 tahun lagi jadi mantan....? betul......jadi ada UDANG DIBALIK BATU ITU namanya...memaksakan sedangkan tenaga napas tinggal di ujung....,0,0
118,"Tonton videonya dgn hati yg bersih, jangan nonton dgn penuh kebencian..",1,1
119,bukan hny hati tapi mencerdaskan....menawarkan warga singapore untuk beli tanah di sana itu tindakan bersih..?. Hutan tetap Hutan itu lebih baik...dari pada hutan menjadi imgrasi dari negara lain itu kan udah jual diri namanya.,0,0
120,"Keadilan sosial bagi seluruh rakyat Indonesia,,, impian dan masa depan Indonesia",1,1
121,Kedamaian serta di iringi kekuatan,1,1
122,Cuma 01 yang Anti IKN.<br>Tanda buat orang-orang yang berpikir.,1,1
123,"nanti setelah semua selesai.....baru wow..ternyata ...luar basaa.. sambil garuk2 kepala....emang TOP indonesia,,,,,bravo pak jokowi u the best....and i love ..........makasih juga buat mase yg review IKN SELALU UPDATE BIAR SEMUA ORANG TAHU..dan nantinya akan bangga dgn IKN... siapa kita INDONESIA..... SALAM buat semuanya",1,1
124,"Saya pernah kerja di IKN selama 3 bulan,tapi mirisnya banyak yang gak di bayar sama mandor nya ,rata2 orang yang kerja di IKN ,1 bulan ganti  orang 1 bulan mesti ada yang ganti , Kebanyakan gak dapat duit,😢 gonta ganti buruh kasar , kebanyakan uang  gajian lambat ,terus lari pulang ,terus ganti lagi orang baru kaya kerja bakti aja gak dapat duit 😢 tapi hanya buruh kasar yang merasakan nya",1,1
125,"Saya setuju IKN sejak ada tagar 2045 Indonesia EMAS. Saya lgsg kepikiran 30-50 tahun kedepan Indonesia mau ngapain aja. Alhamdulillah saya mendukung Pak PRABOWO Dan menang, karena hanya beliau yg secara JELAS menyuarakan akan Melanjutkan IKN. yakali udah buang2 waktu, tenaga Dan anggaran IKN malah mangkrak gara2 ganti Presiden.",1,1
126,"Ingat banget waktu pakde masih jd gubernur DKI, kala itu tahap awal pembangunan MRT, betapa banyak yg nyinyir, ada beberapa yg saya kenal ikut nyinyir, tapi kemudian ketika proyek itu selesai di masa gubernur selanjutnya, kemudian menjadi objek yg dipuja-puji. Sekarang saya cuma tandai aja orang2 yg nyinyirin ikn, kita lihat aja nanti dimasa depan, apakah mereka akan berbalik?",0,0
127,Lanjutkan wahai para Pemimpin hal2 yg positif demi INDONESIA..  buat merata itu akan lebih baik di masa depan..🙏👍👍,1,1
128,"USUL kpd Pak PRESIDEN JOKOWI,..Apakah tdk sebaikx SUKU DAYAK itu DIHABISI/DIBINASAKAN saja dulu, baru PINDAH/BANGUN IKN DI KALTIM??,.Sbab jika mreka tak dihabisi, maka mrekalah yg akan MEMBUNUH DG MEMENGGAL KEPALA WARGA/PENDUDUK/PENDATANG MADURA JAWA SUNDA BUGIS MKSR PADANG BANJAR DLL yg akan BERTUGAS, BEKERJA &amp; TINGGAL DI IKN nnti,.sperti yg telah mreka LAKUKAN pada TRAGEDY SAMPIT-PALANGKARAYA KALTENG thn 2001 lalu,..Demikian Pak PRESIDEN,..AMEN TKS TYM",0,0
129,Ikn mnciptakan banyak lapangan pekerjaan itu yg saya suka,1,0
130,Banyak hal lain yg musti prioritas....tp terbengkalai.. trus anggaran defisit,1,1
131,"Bangun dulu pendidikan , pangan murah dan kesehatan yg modern ...",1,1
132,Ah buat apa ada IKN karena banyak gempa mungkin karena Program IKN Ibukota negara nusantara dipindahkan Kalimantan karena gempa Sumenep dan banjir longsor,1,1
133,"hei jakarta akan tenggelam di tahun 2030,jadi pemerintah memindahkan ibu kota di nusantara",0,0
134,dari pada uangnya njamur ya buat mbangun aja  masak di rentenirkan..nggak level lah buat indonesia  habis ribuan triliun pun nggak masalah  klo uangnya habis nanti tuhan juga kasih lagi...,0,1
135,"saya sebagai rakyat biasa ijin kasih pendapat nih<br><br>1. (satu) tolong permudah semisal ada orang luar kalimantan mau beli tanah di IKN <br><br>karna harga sekarang pasti setinggi langit untuk area IKN,,,belum urus notaris, permainan maklar tanah, dll,,,,lalu cara kita bantu IKN untuk tambah rame wajib peran pemerintah hadir disini<br>(tolong jangan bilang ini tidak mungkin) karna nyatanya presiden soeharto bagi bagi gratis tanah dan  logistik dengan kebijakan TRANSMIGRASI<br><br><br>2. SAYA MAU BUKA WARUNG MAKAN dan hidup di IKN<br>nasi rames 10-20rbu an,,,(semoga ramai)<br><br><br><br><br>ya memang sesimpel itu salah satu impian saya,,,,",0,0
136,"Ancaman utama IKN ga jalan itu, PNS ga mau pindah. Cuma bikin kantor &quot;perwakilan&quot;.",1,1
137,IKN jika tidak di dukung rakyat ngga bisa jadi. Atau mangkrak.,0,0
138,Yg tidak pro ikn brati mreka yg berpikir primitif dan gak pernah ingin maju.,1,1
139,IKN sdh terbangun...saya senang IKN jalan dan terwujud krn saya tinggal di KALIMANTAN,0,1
140,Percaya bang Allah SWT selalu melindungi bangsa Indonesia in syaa Allah pemimpin bangsa Indonesia seperti Pak Jokowi minimal. Maksimal lebih hebat dari Pak Jokowi. Yaitu Gibran putra Hayam Wuruk Nusantara,1,1
141,Negara tetangga pasti ketar ketir di dekat perbatasannya ada ibukota indonesia,1,1
142,Ikn keren ❤,0,0
143,karna indonesia pny k bodohan pimpinan.knapa ga d olah dngan sendiri contoh.lahan emas sm amerika krj sm kan ada batas wkt..ini k enakan d kontrak ga d olah sendiri.rakyat makmur klo d olah sendiri,1,1
144,"Kapan lagi kita menikmati kemerdeka,an yg sesungguhnya berapo ikan.",1,1
145,"Aku gak pro siapa siapa bang, tapi pernah aku dapat kata kata ini dari orang diluar indoesia &quot; tak sepenuhnya aungan, taring dan cakar itu digunakan untuk bertarung &quot; tapi wibawa ada disitu.",1,1
146,"Selama ini istana presiden yg di tempati,itu peninggalan Belanda,,,,kan malu,,,kita dak bisa buat istana....",1,1
147,"Jalan tol, IKN... Itu sudah program presiden terdahulu broo...di jaman pak jokowi saja baru dieksekusi...",0,0
148,"Setuju ikn,,,masak bangsa sebesar indonesia ibukota aja warisan kolonial,,, yo malu dongggggg",1,1
149,SELAMAT MASYARAKAT KALIMANTAN.<br>IKN ADALAH SYMBOL AKAN BANYAK SOSOK PEMIMPIN DARI KALIMANTAN UNTUK INDONESIA KE DEPAN...,1,1
150,Saya akan banggakan Masyarakat yang hidup makmur jika Indonesia adalah no 1,1,1
151,Saya menunggu hilirisasi untuk kemandirian bangsa indonesia,0,0
152,Semoga  IKN terlaksankan amiin.,1,1
153,"GILA SIH EMANG,IBU KOTA DI BANGUN SAMA ORANG TUKANG KAYU LOH,SALUTTTTTT GW !!",0,0
154,"Setuju klo ibukota pindah?krn  jakarta dah banjir,macet,dah terlalu padat?bahkan ada yg bilang jakarta mau tengelam?",1,1
155,"Ketika IKN GAGAL investasi sulit percaya lagi ke indonesia <br>Akan tetapi kalo IKN BERHASIL BANYAK INVESTASI MASUK , BERBISNIS= KEPERCAYAAN",1,1
156,"IKN adalah simbol kebanggaan kita sebagai bangsa Indonesia , semoga cepat selasai Amiin 🙏🙏",1,1
157,"Kalau yg nggak suka Indonesia menjadi semakin maju, biasaya menolak IKN",0,0
158,"Gw sih mikirnya malah pembangunan ikn ini buat jual tanah sih kedepannya.. ibu kota pindah otomatis pusat negara juga pindah dan pastinya pusat keramain pindah juga.. <br><br>mulai tuh pembangunan besar&quot;an di kalimantan. Misalnya pembangunan perumahan elit, gedung&quot; tinggi, pembangunan jalan, dll.<br><br>Apa yakin hutannya masih terjaga setelah puluhan tahun mendatang atau justru jadi gedung pencakar langit? Tanah diolah orang asing, bayar pajak ke pemerintah dan cuan buat pemerintah.. terus rakyatnya?<br><br>Sebenarnya sih bagus agar pembangun di Indonesia merata bukan cuma jawa saja yg di bangun dan yg lain di anak tirikan. Tapi Harus merelakan hutan jadi perkotaan.. kayak di jakarta yg dulunya masih asri sekarang penuh polusi.",1,1
159,"Indonesia mau kota pemerintahan dan kota ekonomi nya pisah. IKN kota pemerintahan, kota perekonomian di Jakarta. Soo aku setuju indonesia seperti inii",1,1
160,DA SELAMAT PADA JASA JASA PAHLAWAN DAN PEJUANG KITA  UNTUK NEGARA KITA TERCINTA YAITU : NEGARA INDONESIA ...!<br><br>SEMOGA PARA ARWAH  DI TERIMA OLEH ALLAH.SWT DAN KEPADA BAPAK PRESIDEN HANG SUDAH MENJALANKAN AMANAH<br>TAMANAT   PANCASILA DAN UUD 1945....! AMIN,1,1
161,Betul ..KITA BISA DI LIHAT MATA DUNIA  INDONESIA  LINTAS SETOR PERDAGANGAN .....<br><br>di kenal  dunia ...secara  sektor  perekonomian .......yang Ter penting kita tidak ada  musuh .....di dunia  sebagai sahabat dan persahabatan dan pemerataan Rayat.......<br><br>  secara  internasional salah satu ...saudara kita bukan butuh . Perang  tapi butuh pemerataan dan   ke bersaman mengangkat keamanan  dan ekonomi kerakyatan ...kerja yang tulus ....adat istiadat kita bina ....<br><br>MARI kita bina.PERSATUAN DAN  KESATUAN .....!  AGAR TIDAK ADA   RONG RONG AN DARI LUAR  DAN KALOU ADA  HABISIN BERSAMA  RAKYAT.....DARI PADA KITA DI INJAK INJAK NEGARA LUAR LEBIH BAIK MATI DI TELAN BUMI .( TERKUBUR ).. ....! ..  kita habisin bersama rakyat  karena kita negara hukum selamat BAPAK JOKOWI DAN BAPAK PRABOWO ATAS   JASA DAN  PENGABDIANNYA KEPADA BANGSA DAN NEGARA  DAN SELAMAT MENIKMATI  MASA PENSIUN DAN SELAMAT  BAPAK PRABOWO PRESIDEM 2024 <br>MELANJUTKAN  SELAMAT  MELAKSANAKAN TUGAS MULYA DEMI UNTUK RAKYAT  INDONESIA........!! AMIN <br>....,1,1
162,Sip sebagai benteng istana di mata dunia  sebagai sektoral perdagangan karena lintas ......! Dengan adat istiadat...,0,0
163,"Bnyk sultan2 di indonesia sebenernya  bs inves ke ikn jg  kan ya,,,,",1,1
164,"Sebagus bagusnya program selesaiakan sampai ke tujuan .. jgn sampai berhenti di tengah jalan. Cuma buang2 uang ,dan  utang tambah bnyk... Kalo sampe berhenti",0,0
165,Andakah dari 6 % WNI Yang Pakai Logika dan Nalar Sewaktu memilih Presiden Jokowi sebelumnya dan CaWapres dari anaknya Sekarang?,1,1
166,"Dek, coba analisa ttg konsensi sampai 190 tahun di IKN. Beberapa orang termasuk saya ingin tahu pendapat adek. 🤝",1,1
167,"Saya mengakui youtuber/influencer cerdas itu lu broo...pemikiran oramg cerdas itu kelihatan banget...jujur gua sering liat konten lu,jadi bintang tamu podcash juga cuma baru sekarang aja gua berani komen...GUA SUB LU BROO👍🏻👍🏻",0,1
168,Sebagai orang awam saya sangat mendukung program pemerintah apapun itu..... Tapi pesan saya sebagai masyarakat jangan di korupsi uang nya itu saja... Sudah bosan saya mendengar kata kata korupsi,0,0
169,"Setuju, tapi sayangnya mengenai korupsi ini seperti sudah menjadi &quot;budaya&quot; baik dari lapisan paling atas sampe lapisan paling bawah pasti ada saja yang melakukan korupsi. Perlu adanya perubahan mentalitas masyarakat secara keseluruhan ini lah tugas/ PR kita semua agar kelak anak cucu kita mempunyai mentalitas yang kuat sehingga &quot;budaya&quot; yang buruk ini tidak terjadi.",1,1
170,"Rakyat banyak yang susah, beras mahal, bansos antri hutang negara bertumpuk. Kereta cepat ikn hasil ngutang. Kacau dah.",0,0
171,Yang penting habitat flora dan fauna tetap terjaga dengan baik,1,1
172,Ibukota di jakarta dan istana negara akan tenggelam 😂,1,1
173,selamat dan sukses untuk pak jokowi.dan keluarga....untuk memimpin bangsa ini....bersama gibran.....,0,0
174,"Konsep IKN bagus sangt, di rncang oleh arsitek. tpi krang  efisiensi dlam pelaksanaan. krna bentuk berkelok2 ..ayolah bpak2 arsitek  fikirkan jga efisiensi nya karena klo belanja boros pnyelesaian  pembangunan makin lama",0,0
175,"Ikn adalah anugrah hasil mupakat banngsa kita ,taunga di saping ikn ada nengara terkaya di dunia satu daratan satupula yaitu brunai darusalam biar tau anda brooo",1,1
176,"Bener banget,orang yg dipulau Jawa merasa anak emas",1,1
177,"Belum lama CNBC INDONESIA menayangkan berita yg berjudul BIANG KEROK RESESI SEKS CHINA... dan di situ ada artikel PERINGATAN SRI MULYANI, RI BISA TEKOR 544 T DI TAHUN 2024<br>Yaaaa gak tau sih ada kaitannya atau ngga nya.",1,1
178,"Waktu masuk ke tgl 14 feb saya rada kwatir kl yg terpilih 01 bener2 hancur program IKN tapi alhamdulillah  setelah  pemilihan 02 unggul  saya senang sekali  krn program ini lanjut,... Semoga program ikn selesai  dan lancar,... Apalagi yg jadi kebanggaan  kalau bukan program ikn dan mega proyek pak jokowi yg bikin  kita rada kwartir,... Namun semua sukses dilalui... Termasuk kereta cepat... Yg tidak semua  negara diasia dpt tuntaskan proyek ini... Salut dan bangga,... Terima kasih buat admin setidaknya dgn video ini membuka... Wawasan dan Pola pikir  orang2 yg sentimen dgn ikn",1,1
179,"BUKANKAH MASALAH TERBESAR NEGARA&#39; INI ADALAH KEMISKINAN DAN KEBODOHAN,  MENGAPA MEMBANGUN IKN, BAGAIMANA DENGAN NARASI PRO RAKYAT???<br>HARGA BARANG SEKARANG PADA NAIK,<br>MULAI DARI BBM NAIK,<br>MINYAK GORENG NAIK,<br>GULA NAIK,<br>BERAS NAIK,<br>SEMUA HARGA BARANG PADA NAIK.<br>LALU UNTUK APA ADA IKN, KALAU RAKYAT UNTUK MAKAN  SAHARI -HARI HARUS<br>MENUNGGU BANSOS DARI PEMERINTAH??<br>APAKAH INI TUJUAN BERNEGARA????",0,0
180,Gue benci partai yg kemaren yg katanya ga mau lanjutin IKN you know lah siapa partai nya?,0,0
181,"Musuh IKN mungkin nyamuk hutan ganas, banyak ular, kalau orang nyinyir dah biasa kayak proyek jalan tol kemarin pada munafik semua kalau tolak jalan tol ya jangan pernah lewat situ",1,1
182,Salam santun baru gabung di channel ini.. Salam pecinta IKN.. ❤🇮🇩🇮🇩🇮🇩,1,1
183,"Yg pasti bersyukur dan Bangga sebagai Negara besar, Negara yg diperhitungkan Dunia,",0,0
184,Yg menolak IKN....jgn boleh datang..PKS..PKB.dam nasdem.dan pendukung..klu sampai datang..ga punya malu..lihat aj .orang Padang dagang kesana ga...klu msh dagang berarti urat malu udah ga ada,1,0
185,"IKN setuju, saya dari Bali tinggal di Bali berharap bisa datang ke IKN 🙏🙏🙏",0,0
186,"Ayo milenial ikut bangun Indonesia, dengan cara apapun yang engkau tau dan berbuatlah positif untuk negara Indonesia maju terus menuju Indonesia Emas 2045. Mendatang.",1,1
187,Setuju banget dengan konsep Indonesia sentris. Buka jawa sentris,1,1
188,"IKN, dibangun untuk mewujudkan wacana presiden sebelumnya ,cuma diera Jokowilah baru terlaksana, tentu kita yg sekarang belum bisa merasakan 100% manfaat IKn, yg akan merasakan nanti anak cucu kita..dan itu menjadi kebanggaan dan martabat Indonsia di mata dunia",0,0
189,"Sya heran hebuh nya menolak kberadaan ikn ,diklimantan,pdahal jaman nya orde baru ,hasil dari kalimantan yg ikut juga mmbangun jakarta kami org klimntan diam saja",1,0
190,"Madalahnya adalah tata ruang yang sangat bagus itu nanti bila suatu saat dipegang manusia yang tidak amanah bisa diacak-acak oleh cukong-cukong pemilik modal, mereka tidak peduli dengan tetek bengek tata ruang yang penting ada tempat strategis untuk buka usaha, titik!",1,1
191,"buat kenyamanan pejabat, partai dalm menikmati uang gaji dan tunjangan,,kemewahan. penuh fasilitas...kpd msyarakat kecil sory yeee...sory yeee",1,1
192,"Yang bilang  buang uang itu, otak nya. Yahudi,maunya koropsi aja",1,1
193,Saya sangat setuju pembangunan ikn  karna ini simbul kemajuan bangsa indonesia di mata dunia intr nasional ...maju trus bang,0,1
194,"Yg bilang IKN dibangun buat apa dan buang buang uang itu orang yg otaknya dangkal,dgn adanya presiden Jokowi membuat orang cerdas bin waras sangat bangga....cuma presiden yg menjabat lama ya begitu aja,dan baru Jokowi presiden yg paling berani mengabil keputusan ❤❤❤",0,1
195,IKN permasalahanya modalnya ada ga untuk lanjut sedangkan hutang negara menggunung,0,1
196,Makanya tolong pikirin lagi dalam memilih presiden. Dia yang sok sok an visi misinya perubahan mau ngerusak yang sdh dibentuk bagus oleh presiden kita sebelumnya.,1,1
197,"Hello kak..<br>Dari berita yang aku baca <br>Pembangunan IKN siapapun nanti presiden yang kepilih tahun 2024 setelah pak Jokowi tetap harus melanjutkan pembangunan IKN ini , dikarenakan Pembangunan IKN sudah terikat dengan undang2 .... Pembangunan jangka panjang ... <br>Jadi jangan khawatir ganti presiden tetap akan dilanjutkan kok...<br>Pembangunan IKN sendiri dibagi beberapa fase untuk mencapai target Indonesia 2045... selebihnya fase2 trsb bisa di cek ya",1,1
198,"Betul kak itu sudah jadi undang2, tapi mesti kita ingat kalau suatu undang2  itu bisa di cabut atau di revisi. Begitu pula dalam proses pembangunan bisa saja tidak sesuai dengan target atau harapan sehingga betul-betul dibutuhkan figur-figur yang serius dan mumpuni buat mengeksekusi dan menyelesaikan ikn.",1,1
199,Setuju banget bro. Merinding dengernya. Niat baik pak Jokowi di setujui alam semesta. 01 gagal menang cm karna niatnya buruk cem niat setan ada di alam semesta ini.,1,1
200,"bang saya ingin segera pindah ke ikn saja karena pohon.yg <a href=""http://ratusan.th/"">ratusan.th</a> akar sdhdalam menjaga  p jawa ditebang sama anis tk thu lagi gimana p jawa ini bisa ambles sedih saja  suuukur saja x",0,0
201,Membuka wawasan saya. Terima kasih...,0,0
202,"Ibarat orang buka usaha diawal selalu butuh modal, butuh uang...dan imabsnya dikemudian hari pasti baik",1,0
203,"Selama HUKUM tebang pilih, ngomong APAPUN, = TONG KOSONG alias hoax, titik.",1,1
204,Ya allah lancarkan lah progres IKN amin,1,1
205,"jika emang dampaknya bagus, saya sih setuju biar jawa juga gak padat amat. dan saya berharap ikn lanjut karena udah 30% lebih jalan. kalau mangkrak nambah utang saja bukan jadi solusi",0,0
206,IKN IKN IKN IKN IKN IKN IKN IKN IKNNNNNNNNNNNNNNNNNNNNN........!!!!!<br>JAYALAH NEGERIKU... PUNYA PRESIDEN YANG BERNYALI DAN TIDAK HANYA BERETORIKA... TAPI MENGAMBIL LANGKAH DAN TINDAKAN UNTUK MIMPI 2045 MENJADI KENYATAAN.,0,0
207,Ibukota di Kolong jembatan semanggi. Macet macet ibu kota itu tidak apa apa kata imin. Dia ingin buat 30 kota setarap jakarta.,1,1
208,"Kalo menurut gw sih mungkin yg hidupnya menengah ke atas aman2 aja tp yg menengah ke bawah gimana bro, jgn mentang2 hidup lw seneng jadi lupain orang2 yg miskin 😊",1,1
209,Bagus programnya pemerintah. Di tunggu program selanjutnya. Oh iya sekalian titip pesan kapan indo pertaniannya keren?,1,1
210,Saya udah hadir sampai gebelain jual motor buat ongkos bulaik balik hambis sebalas juta tapi saya bangga punya persiden Indonesia pa Jokowi yang terbaik semoga sukses buat IKN pasti yang menikmati nya anak cucu kita kelak Indonesia ku semakin maju terimakasih atas kunjungan nya 🙏🇮🇩🇮🇩 terimakasih,1,1
211,Kl saya bilang pembangunan ikn... Jkwi sudah mempunyai pemikiran 20tahun kedepan dibanding Anda... <br>Tp kritik itu ga papa soalnya gratis.. Tp perlu saya garis bawahi kritik itu penting soal nya tanpa adanya kritik biasanya kebablasan... <br>Jd kesimpulannya kritik adalah penyeimbang..,1,1
212,"Pak Jokowi mengetahui apa yang mungkin rakyat tidak mengetahui nya, mungkin hanya segelintir orang-orang terdekat Beliau, tunggulah saat alam akan menunjukkan nya ke kita semua, disitu nanti kita akan berucap, ya Allah Terima Kasih Banyak atas Rahmat Mu.",1,1
213,"Jujur kalo udah layak huni,ekonomi dan kegiatan sehari2 udah berjalan gw pengin pindah ke ikn",0,0
214,"Aq pingin banget bisa mengunjungi ikn dan mandalika, dan pingin keliling ntt dan ntb, sumatra, solo, lombok",0,0
215,"nomor 1 didunia dari indonesia, itu rendang. banyak-banyak baca lg bro",0,0
216,"Punya pemimpin optimis kita kaum milenial jadi ikut bergairah untuk maju, tidak tumbang sebelum berjuang.",1,1
217,wah keren....<br>misal kalau <br>1. jika p. Anis jadi presiden maka IKN katanya di tunda alias gigi atret<br>2. jika p. Ganjar jadi presiden maka pake gigi netral alias gini-gini aja<br>3. jika p. Wowo jadi maka IKN lanjut dan persiapkan Indonesia emas 2045,1,1
218,Bagus Cukup Kritis namun segala sesuatu hal pandanglah dari sudut Netral dimana kita berdiri dan meng kritisi sesuatu yang belum tentu kita tahu maksud tujuan manfaat dll&#39;nya bersikaplah adil agar semakin dewasa cara berfikir. dan yang jelas Kita serahkan saja semuanya kepada Pemerintah dimana segala sesuatu halnya dan dari sudut apapun itu tentu mereka semua yang lebih mengetahuiNya. ok..!🙏🤟🤟,1,1
219,Ya adalah .GARUDA WISNU KENCANA ITU APA??? kita harus bangga dengan itu.masih bnyak yg d banggakan koq dr indonesia.masa gk ada yg d banggain.,0,0
220,"kalau jakarta bakal tenggelam, knp masih tetap ada pembangunan infrastruktur di jakarta? kan rugi. bakal tenggelam juga nantinya",0,0
221,"Optimis sih IKN berhasil...<br>Pemerataan pembangunan <br> Dan pembangunan dan kemajuan ekonomi untuk indonesia, edukasi dan pendidikan diharapkan juga merata dan mingkat, proses blajar mengajar spertinya kita kalah, padahal ini penting untuk generasi kedepan. <br>  Politisi, pemerintah ada yg pro dan kontra soal ikn jadi beda suara, masalahnya kalangan masyarat terbawa dan terbagi. Dimana itu juga karna korban pendidikan. Otak  tak mampu mengolab dan mengendalikan internt",0,0
222,Mereka takut klu ikn ok..kesempatan takut kehilang kesempatan untuk demo,0,0
223,ka please notice gatau sih penting aatau engga tapi penasaran. nih kalau IKN udh kelar otomatis banyak PNS yg pindah dari jakarta ke ibu kota baru berarti akan banyak rumah yang di tinggalkan. pertanyaannya apakah ada kemungkinan penurunan harga rumah dan tanah di jakarta karna udh ditinggal sm para PNS kementrian dan lainnya?,1,0
224,"Saya bangga, dg IKN, sy bangga Jokowi. Namanyabikin Ibu kota yo pasti mahallah",1,1
225,"Halah IKN HANYA DI BATASI 2 JUTA ORANG SAJA, BAHKAN ORANG SINGAPURA DI BOLEHKAN UNTUKBTINGGAL DISANA",0,0
226,Ikan itu penting untuk masa depan bro Ojo mikir wetengmu Dewe aku Lo lulusan SD tapi mikir masa depan negara iknteruskan,1,1
227,Buat administrasi negara boss dan semua negara maju melakukan hal itu. memisahkan antara kota Industri Perdagangan dan administrasi. jakarta sudah tidak mampu menampung semua kebutuhan itu.. Saya cuma lulusan SMP tapi paham maksud dan tujuan IKN ini dibangun..<br>hanya orang2 dengki saja yg menolak IKN..,0,0
228,"Informatif dan yang pasti ini channel luar biasa  pemaparan nya sangat masuk pada kita kaum awam mengenai IKN , setelah menyimak  video ini kita di buat sedikit memahami pembangunan IkN untuk Indonesia Maju , jaya selalu Indonesia tercinta ‘",0,0
229,Buat cari keuntungan masing²<br><br>Mulai dari yg py tanah<br>Yg py proyek<br>Yg punnya HGB,1,1
230,"Kamu seperti orang yang paling hebat saja, sombong. Sudah  jangan ngomong.",0,0
231,Ttp smngat... Indonesia dng adanya IKN... Menambah kehidupan baru di Kalimantan...mju karna ada pemerataan dan jdi kebanggaan buat bangsa simbol Negara dengan green city.,1,1
232,"Yg jelas Jakarta sekarang dah penuh..gedung zadul dan baru banyak..banyk yg g oprasional..pemukiman banyak pindah keluar kota karena tergusur oleh gedung ,mall perumahan mewah ..taroh motor aja susah apalagi mobil..coba anda ke pemukiman bawa mobil parkir mobil bingung..",0,0
233,anda tau tidak untuk membangun  anak muda teredukasi secara merata itu perlu apa???<br>ya infrastruktur yang memadai akses yang lebih baik <br>fakta nya di seluruh dunia negara2 maju yang pertama di mulai adalah dari pembangunan merata <br>china udah membuktikan itu sekarang mereka udah saingan ama amerika secara ekonomi,0,0
234,Kalau presiden pak Anies membentuk anak anak menjadi anak yg terdidik dan membantu memecahkan masalah ekonomi.,1,1
235,"aku di sisi jokowi, karna jakarta itu udah terlalu padat, pikir aja, populasi dan semua kegiatan itu berpusat dijakarta..dgn adanya ikn semoga bisa mengurangi padatnya jakarta..dan semoga kalimantan lbh berkembang<br>ada yg blg buang2 duid..<br>tapi mereka sering ngeluh soal polusi",0,0
236,Bang raymond berarti presiden wapres bolak balik seminggu dong jakarta kalimantan kantornya?,1,1
237,"Sudah dikawal, mati matian sudah jujur tetep hasil akhir 02 unggul tapi teriak curanga itulah otak fanatik 01 dan 03 gamau kalah, giliran pemilu ulang ttep kalah teriak curang, gitu aja terus sampe kiamat !",1,1
238,Tapi kena ingat Jantung system pemerintahan dgn pembangunan IKN ada campur tangan tiongkok krn biaya dr negara tiongkok <br>Bahaya bagi NKRI  dan dampak negative lebih banyak terutama  kepd rakyat miskin terabaikan.  <br>Jantung system  di control negara asing  itu nama bodohnya nggak ketulungan.,0,0
239,Mungkin sekarang emang gak butuh..<br>Tapi di masa depan IKN akan sangat di butuhkan ..,0,0
240,"SAYA INGATKAN BAGI ORANG YANG TIDAK PUNYA WAWASAN MEMANG IKN TIDAK ADA MANFAATNYA....MALAH SEBALIKNYA IKN BAKAL JADI PUSAT PERHATIAN BANYAK NEGARA.... MALAH JADI PUSAT BISNIS ANTAR BANGSA... JADI BAGI YANG TIDAK MENDUKUNG, TIDAK USAH KOMEN.. KARENA SIA-SIA SAJA...",0,0
