komentar,label,cleaned_text,casefolding,text_tokens,stopword_removal
"Kalo kata rocky gerung, IKN tidak ada dalam janji kampanye jokowi. Ya bener sih emang rocky gerung. Wkwkwk",1,Kalo kata rocky gerung IKN tidak ada dalam janji kampanye jokowi bener sih emang rocky gerung Wkwkwk,kalo kata rocky gerung ikn tidak ada dalam janji kampanye jokowi bener sih emang rocky gerung wkwkwk,"['kalo', 'kata', 'rocky', 'gerung', 'ikn', 'tidak', 'ada', 'dalam', 'janji', 'kampanye', 'jokowi', 'bener', 'sih', 'emang', 'rocky', 'gerung', 'wkwkwk']",kalo rocky gerung ikn janji kampanye jokowi bener sih emang rocky gerung wkwkwk
"Udang di balik batunya adalah untuk melancarkan RRC menginvansi Nusantara ini melalui ekonomi, bisnis dan politik, karena dekat sama Singapore dan kelautan china. Wkwkwk",1,Udang balik batunya adalah untuk melancarkan RRC menginvansi Nusantara ini melalui ekonomi bisnis dan politik karena dekat sama Singapore dan kelautan china Wkwkwk,udang balik batunya adalah untuk melancarkan rrc menginvansi nusantara ini melalui ekonomi bisnis dan politik karena dekat sama singapore dan kelautan china wkwkwk,"['udang', 'balik', 'batunya', 'adalah', 'untuk', 'melancarkan', 'rrc', 'menginvansi', 'nusantara', 'ini', 'melalui', 'ekonomi', 'bisnis', 'dan', 'politik', 'karena', 'dekat', 'sama', 'singapore', 'dan', 'kelautan', 'china', 'wkwkwk']",udang batunya melancarkan rrc menginvansi nusantara ekonomi bisnis politik singapore kelautan china wkwkwk
Oh iya Bang soal HGU di klimantan yg udh ke asing iti gmana.. Klw gak salah dnger dn baca brita itu ratusan thun loh di pegang m asing apa gak bahaya tah??😂,0,iya Bang soal HGU klimantan udh asing iti gmana Klw gak salah dnger baca brita itu ratusan thun loh pegang asing apa gak bahaya tah,iya bang soal hgu klimantan udh asing iti gmana klw gak salah dnger baca brita itu ratusan thun loh pegang asing apa gak bahaya tah,"['iya', 'bang', 'soal', 'hgu', 'klimantan', 'udh', 'asing', 'iti', 'gmana', 'klw', 'gak', 'salah', 'dnger', 'baca', 'brita', 'itu', 'ratusan', 'thun', 'loh', 'pegang', 'asing', 'apa', 'gak', 'bahaya', 'tah']",iya bang hgu klimantan udh asing iti gmana klw gak salah dnger baca brita ratusan thun loh pegang asing gak bahaya tah
Ikn gak salah cma jgn sampai ini ada udang d balik bakwan.. Kita semua pasti tau the king of lip service di indo itu ya jokowi jdi jgn terlalu percaya klw ikn jdi Alhamdulillah dn gw support tp tdk untuk full 100% percaya jokowi dn antek2nya serta mahkama keluarga bya wkwkwk chuakss,1,Ikn gak salah cma jgn sampai ini ada udang balik bakwan Kita semua pasti tau the king lip service indo itu jokowi jdi jgn terlalu percaya klw ikn jdi Alhamdulillah support tdk untuk full percaya jokowi anteknya serta mahkama keluarga bya wkwkwk chuakss,ikn gak salah cma jgn sampai ini ada udang balik bakwan kita semua pasti tau the king lip service indo itu jokowi jdi jgn terlalu percaya klw ikn jdi alhamdulillah support tdk untuk full percaya jokowi anteknya serta mahkama keluarga bya wkwkwk chuakss,"['ikn', 'gak', 'salah', 'cma', 'jgn', 'sampai', 'ini', 'ada', 'udang', 'balik', 'bakwan', 'kita', 'semua', 'pasti', 'tau', 'the', 'king', 'lip', 'service', 'indo', 'itu', 'jokowi', 'jdi', 'jgn', 'terlalu', 'percaya', 'klw', 'ikn', 'jdi', 'alhamdulillah', 'support', 'tdk', 'untuk', 'full', 'percaya', 'jokowi', 'anteknya', 'serta', 'mahkama', 'keluarga', 'bya', 'wkwkwk', 'chuakss']",ikn gak salah cma jgn udang bakwan tau the king lip service indo jokowi jdi jgn percaya klw ikn jdi alhamdulillah support tdk full percaya jokowi anteknya mahkama keluarga bya wkwkwk chuakss
IKN sdh dttpkn undang2nx leh DPR.jd siapapun yg memimpin hrs ttp.melaksanakan.klo tdk bs d goreng oleh DPR.tinggal pemimpin baru mbangunx cpt ato lambt krn alasan lain2.ini trgantung pintr2nx pemimpin k dpn.,1,IKN sdh dttpkn undangnx leh DPRjd siapapun memimpin hrs ttpmelaksanakanklo tdk goreng oleh DPRtinggal pemimpin baru mbangunx cpt ato lambt krn alasan lainini trgantung pintrnx pemimpin dpn,ikn sdh dttpkn undangnx leh dprjd siapapun memimpin hrs ttpmelaksanakanklo tdk goreng oleh dprtinggal pemimpin baru mbangunx cpt ato lambt krn alasan lainini trgantung pintrnx pemimpin dpn,"['ikn', 'sdh', 'dttpkn', 'undangnx', 'leh', 'dprjd', 'siapapun', 'memimpin', 'hrs', 'ttpmelaksanakanklo', 'tdk', 'goreng', 'oleh', 'dprtinggal', 'pemimpin', 'baru', 'mbangunx', 'cpt', 'ato', 'lambt', 'krn', 'alasan', 'lainini', 'trgantung', 'pintrnx', 'pemimpin', 'dpn']",ikn sdh dttpkn undangnx leh dprjd memimpin hrs ttpmelaksanakanklo tdk goreng dprtinggal pemimpin mbangunx cpt ato lambt krn alasan lainini trgantung pintrnx pemimpin dpn
"Kan bisa mau jd no 1. Misal exportir beras, hutan paling hijau. Klo IKN pasti akan kalah ma Dubai/ Abu Dhabi",1,Kan bisa mau Misal exportir beras hutan paling hijau Klo IKN pasti akan kalah Dubai Abu Dhabi,kan bisa mau misal exportir beras hutan paling hijau klo ikn pasti akan kalah dubai abu dhabi,"['kan', 'bisa', 'mau', 'misal', 'exportir', 'beras', 'hutan', 'paling', 'hijau', 'klo', 'ikn', 'pasti', 'akan', 'kalah', 'dubai', 'abu', 'dhabi']",exportir beras hutan hijau klo ikn kalah dubai abu dhabi
Beberapa hari ini aku selalu search berita Indonesia dan yg muncul malah menjatuh kan yg lain. Tp dari channel ini jadi tau mana yg bagus dan tidak.thank you,1,Beberapa hari ini aku selalu search berita Indonesia dan muncul malah menjatuh kan lain dari channel ini jadi tau mana bagus dan tidakthank you,beberapa hari ini aku selalu search berita indonesia dan muncul malah menjatuh kan lain dari channel ini jadi tau mana bagus dan tidakthank you,"['beberapa', 'hari', 'ini', 'aku', 'selalu', 'search', 'berita', 'indonesia', 'dan', 'muncul', 'malah', 'menjatuh', 'kan', 'lain', 'dari', 'channel', 'ini', 'jadi', 'tau', 'mana', 'bagus', 'dan', 'tidakthank', 'you']",search berita indonesia muncul menjatuh channel tau bagus tidakthank you
😊<br>Mantap bang pencerahan nya lanjutkan karna indonesia msh bnyak orang katro😂,1,brMantap bang pencerahan nya lanjutkan karna indonesia msh bnyak orang katro,brmantap bang pencerahan nya lanjutkan karna indonesia msh bnyak orang katro,"['brmantap', 'bang', 'pencerahan', 'nya', 'lanjutkan', 'karna', 'indonesia', 'msh', 'bnyak', 'orang', 'katro']",brmantap bang pencerahan nya lanjutkan karna indonesia msh bnyak orang katro
"yg paling bisa dibanggakan adalah kualitas manusianya dari segi pendidikan, sayangnya saat ini IQ rata rata orang Indo paling rendah se ASEAN. Lihat negara2 Asia Timur sprti Korsel, Jepang, China, Taiwan yang sangat serius dalam membangun kualitas manusianya sejak awal. Lihat Negara negara Arab yang SDAnya kaya dan fasilitas Infrastrukturnya super tapi sekarang kebingungan dalam mempertahankan kekayaannya saat Minyak mau habis. Indonesia mau meniru Arab atau Asia Timur ? Bangun kualitas manusianya atau lebih mengutamakan infrastruktur dulu ?",1,paling bisa dibanggakan adalah kualitas manusianya dari segi pendidikan sayangnya saat ini rata rata orang Indo paling rendah ASEAN Lihat negara Asia Timur sprti Korsel Jepang China Taiwan yang sangat serius dalam membangun kualitas manusianya sejak awal Lihat Negara negara Arab yang SDAnya kaya dan fasilitas Infrastrukturnya super tapi sekarang kebingungan dalam mempertahankan kekayaannya saat Minyak mau habis Indonesia mau meniru Arab atau Asia Timur Bangun kualitas manusianya atau lebih mengutamakan infrastruktur dulu,paling bisa dibanggakan adalah kualitas manusianya dari segi pendidikan sayangnya saat ini rata rata orang indo paling rendah asean lihat negara asia timur sprti korsel jepang china taiwan yang sangat serius dalam membangun kualitas manusianya sejak awal lihat negara negara arab yang sdanya kaya dan fasilitas infrastrukturnya super tapi sekarang kebingungan dalam mempertahankan kekayaannya saat minyak mau habis indonesia mau meniru arab atau asia timur bangun kualitas manusianya atau lebih mengutamakan infrastruktur dulu,"['paling', 'bisa', 'dibanggakan', 'adalah', 'kualitas', 'manusianya', 'dari', 'segi', 'pendidikan', 'sayangnya', 'saat', 'ini', 'rata', 'rata', 'orang', 'indo', 'paling', 'rendah', 'asean', 'lihat', 'negara', 'asia', 'timur', 'sprti', 'korsel', 'jepang', 'china', 'taiwan', 'yang', 'sangat', 'serius', 'dalam', 'membangun', 'kualitas', 'manusianya', 'sejak', 'awal', 'lihat', 'negara', 'negara', 'arab', 'yang', 'sdanya', 'kaya', 'dan', 'fasilitas', 'infrastrukturnya', 'super', 'tapi', 'sekarang', 'kebingungan', 'dalam', 'mempertahankan', 'kekayaannya', 'saat', 'minyak', 'mau', 'habis', 'indonesia', 'mau', 'meniru', 'arab', 'atau', 'asia', 'timur', 'bangun', 'kualitas', 'manusianya', 'atau', 'lebih', 'mengutamakan', 'infrastruktur', 'dulu']",dibanggakan kualitas manusianya segi pendidikan sayangnya orang indo rendah asean lihat negara asia timur sprti korsel jepang china taiwan serius membangun kualitas manusianya lihat negara negara arab sdanya kaya fasilitas infrastrukturnya super kebingungan mempertahankan kekayaannya minyak habis indonesia meniru arab asia timur bangun kualitas manusianya mengutamakan infrastruktur
Gw sangat pro IKN tapi bukan membuka lahan baru apalagi hutan di kalimantan..<br>Mending bangunnya dari kota kecil yang sdh ada yang mana bisa dibuat jadi kota mandiri.,0,sangat pro IKN tapi bukan membuka lahan baru apalagi hutan kalimantanbrMending bangunnya dari kota kecil yang sdh ada yang mana bisa dibuat jadi kota mandiri,sangat pro ikn tapi bukan membuka lahan baru apalagi hutan kalimantanbrmending bangunnya dari kota kecil yang sdh ada yang mana bisa dibuat jadi kota mandiri,"['sangat', 'pro', 'ikn', 'tapi', 'bukan', 'membuka', 'lahan', 'baru', 'apalagi', 'hutan', 'kalimantanbrmending', 'bangunnya', 'dari', 'kota', 'kecil', 'yang', 'sdh', 'ada', 'yang', 'mana', 'bisa', 'dibuat', 'jadi', 'kota', 'mandiri']",pro ikn membuka lahan hutan kalimantanbrmending bangunnya kota sdh kota mandiri
Kemaslahatan itu bersifat universal lintas etnis manusia hingga berlaku pada hewan dan tumbuhan,0,Kemaslahatan itu bersifat universal lintas etnis manusia hingga berlaku pada hewan dan tumbuhan,kemaslahatan itu bersifat universal lintas etnis manusia hingga berlaku pada hewan dan tumbuhan,"['kemaslahatan', 'itu', 'bersifat', 'universal', 'lintas', 'etnis', 'manusia', 'hingga', 'berlaku', 'pada', 'hewan', 'dan', 'tumbuhan']",kemaslahatan bersifat universal lintas etnis manusia berlaku hewan tumbuhan
"Yg bilang buang duit untuk ikn adalah opini versi otak koruptor dan picik hal zero emisi atau gagas energi terbarukan, kota yang ada udh nggak sanggup menampung hal tersebut andaikan di rehab perlu biaya dua lipat atau tiga lipat dari biaya ikn <br>Secara simpel itu kesimpulan pemikir kini masa atau pikir cetek atau pendek pikir dari pemikir luas atau pikir panjang jangka dan lebih panjang jangka pemikir adalah untuk kemudahan membawa kepada urusan akhirat yakni acuan nya mengacu pada urusan jiwa&#39;<br>Apa pun puncak kesuksesan bisnis di domestik bruto akan industri yang berada di level puncak Technologi tinggi, ter canggih adalah masih dalam hal cakupan hal sinergis sirkulasi untuk kemudahan dalam pemenuhan fasilitas jasad, raga atau badan, namun acuan untuk mengarah pada pemenuhan atau Dwi fungsi kan kemudahan yang ada dan sudah tersedia tersebut sebagai Dwi fungsi fasilitas pemenuhan kebutuhan jiwa sehingga kesan balenced terpenuhi, between biology and psychology there that is jiwa raga or nuansa iman and nuansa Islam, atau agama agama yang tercakup, bukan (nuansa ateis / PKI / anti Tuhan)<br>Sebagai gambaran di gambar kan adalah di gambarkan Islam adalah gambaran nuansa fasilitas menyangkut kebutuhan badan/ raga (dhohir)<br>Sedangkan imam adalah fasilitas kebutuhan jiwa, <br>Acuan nuansa mengarah terlahir nya maksiat atau kemaksiatan itu bukan nuansa Agama atau keagamaan<br>Sebab nuansa Agama adalah tergambar kan dalam nuansa &quot;*&quot;# KEMASLAHATAN #&quot;*** atau arah acuan melahirkan kemaslahatan/benefit <br>Sedangkan gambaran jiwa/ keimanan adalah Tanpa pamrih/ keridhoan Allah SWT, / tanpa tanda jasa, / pemberian tanpa meminta balasan ibarat buang hajat,<br>Maka sudah jelas<br>Nuansa apa yang akan di ciptakan di dalam ikn tersebut apa tergambar untuk fasilitas keduniaan yang melahirkan atau mengundang kemaksiatan saja 80% atau nuansa religius dri sekian agama yang mengundang atau melahirkan kemaslahatan umat, bukan lagi kesenjangan tapi badan zakat sulit mencari penerima zakat sebab nggak ada kefakiran, sehingga dana di alirkan pada sosial pendidikan dan kesehatan",1,bilang buang duit untuk ikn adalah opini versi otak koruptor dan picik hal zero emisi atau gagas energi terbarukan kota yang ada udh nggak sanggup menampung hal tersebut andaikan rehab perlu biaya dua lipat atau tiga lipat dari biaya ikn brSecara simpel itu kesimpulan pemikir kini masa atau pikir cetek atau pendek pikir dari pemikir luas atau pikir panjang jangka dan lebih panjang jangka pemikir adalah untuk kemudahan membawa kepada urusan akhirat yakni acuan nya mengacu pada urusan jiwabrApa pun puncak kesuksesan bisnis domestik bruto akan industri yang berada level puncak Technologi tinggi ter canggih adalah masih dalam hal cakupan hal sinergis sirkulasi untuk kemudahan dalam pemenuhan fasilitas jasad raga atau badan namun acuan untuk mengarah pada pemenuhan atau Dwi fungsi kan kemudahan yang ada dan sudah tersedia tersebut sebagai Dwi fungsi fasilitas pemenuhan kebutuhan jiwa sehingga kesan balenced terpenuhi between biology and psychology there that jiwa raga nuansa iman and nuansa Islam atau agama agama yang tercakup bukan nuansa ateis PKI anti TuhanbrSebagai gambaran gambar kan adalah gambarkan Islam adalah gambaran nuansa fasilitas menyangkut kebutuhan badan raga dhohirbrSedangkan imam adalah fasilitas kebutuhan jiwa brAcuan nuansa mengarah terlahir nya maksiat atau kemaksiatan itu bukan nuansa Agama atau keagamaanbrSebab nuansa Agama adalah tergambar kan dalam nuansa KEMASLAHATAN atau arah acuan melahirkan kemaslahatanbenefit brSedangkan gambaran jiwa keimanan adalah Tanpa pamrih keridhoan Allah SWT tanpa tanda jasa pemberian tanpa meminta balasan ibarat buang hajatbrMaka sudah jelasbrNuansa apa yang akan ciptakan dalam ikn tersebut apa tergambar untuk fasilitas keduniaan yang melahirkan atau mengundang kemaksiatan saja atau nuansa religius dri sekian agama yang mengundang atau melahirkan kemaslahatan umat bukan lagi kesenjangan tapi badan zakat sulit mencari penerima zakat sebab nggak ada kefakiran sehingga dana alirkan pada sosial pendidikan dan kesehatan,bilang buang duit untuk ikn adalah opini versi otak koruptor dan picik hal zero emisi atau gagas energi terbarukan kota yang ada udh nggak sanggup menampung hal tersebut andaikan rehab perlu biaya dua lipat atau tiga lipat dari biaya ikn brsecara simpel itu kesimpulan pemikir kini masa atau pikir cetek atau pendek pikir dari pemikir luas atau pikir panjang jangka dan lebih panjang jangka pemikir adalah untuk kemudahan membawa kepada urusan akhirat yakni acuan nya mengacu pada urusan jiwabrapa pun puncak kesuksesan bisnis domestik bruto akan industri yang berada level puncak technologi tinggi ter canggih adalah masih dalam hal cakupan hal sinergis sirkulasi untuk kemudahan dalam pemenuhan fasilitas jasad raga atau badan namun acuan untuk mengarah pada pemenuhan atau dwi fungsi kan kemudahan yang ada dan sudah tersedia tersebut sebagai dwi fungsi fasilitas pemenuhan kebutuhan jiwa sehingga kesan balenced terpenuhi between biology and psychology there that jiwa raga nuansa iman and nuansa islam atau agama agama yang tercakup bukan nuansa ateis pki anti tuhanbrsebagai gambaran gambar kan adalah gambarkan islam adalah gambaran nuansa fasilitas menyangkut kebutuhan badan raga dhohirbrsedangkan imam adalah fasilitas kebutuhan jiwa bracuan nuansa mengarah terlahir nya maksiat atau kemaksiatan itu bukan nuansa agama atau keagamaanbrsebab nuansa agama adalah tergambar kan dalam nuansa kemaslahatan atau arah acuan melahirkan kemaslahatanbenefit brsedangkan gambaran jiwa keimanan adalah tanpa pamrih keridhoan allah swt tanpa tanda jasa pemberian tanpa meminta balasan ibarat buang hajatbrmaka sudah jelasbrnuansa apa yang akan ciptakan dalam ikn tersebut apa tergambar untuk fasilitas keduniaan yang melahirkan atau mengundang kemaksiatan saja atau nuansa religius dri sekian agama yang mengundang atau melahirkan kemaslahatan umat bukan lagi kesenjangan tapi badan zakat sulit mencari penerima zakat sebab nggak ada kefakiran sehingga dana alirkan pada sosial pendidikan dan kesehatan,"['bilang', 'buang', 'duit', 'untuk', 'ikn', 'adalah', 'opini', 'versi', 'otak', 'koruptor', 'dan', 'picik', 'hal', 'zero', 'emisi', 'atau', 'gagas', 'energi', 'terbarukan', 'kota', 'yang', 'ada', 'udh', 'nggak', 'sanggup', 'menampung', 'hal', 'tersebut', 'andaikan', 'rehab', 'perlu', 'biaya', 'dua', 'lipat', 'atau', 'tiga', 'lipat', 'dari', 'biaya', 'ikn', 'brsecara', 'simpel', 'itu', 'kesimpulan', 'pemikir', 'kini', 'masa', 'atau', 'pikir', 'cetek', 'atau', 'pendek', 'pikir', 'dari', 'pemikir', 'luas', 'atau', 'pikir', 'panjang', 'jangka', 'dan', 'lebih', 'panjang', 'jangka', 'pemikir', 'adalah', 'untuk', 'kemudahan', 'membawa', 'kepada', 'urusan', 'akhirat', 'yakni', 'acuan', 'nya', 'mengacu', 'pada', 'urusan', 'jiwabrapa', 'pun', 'puncak', 'kesuksesan', 'bisnis', 'domestik', 'bruto', 'akan', 'industri', 'yang', 'berada', 'level', 'puncak', 'technologi', 'tinggi', 'ter', 'canggih', 'adalah', 'masih', 'dalam', 'hal', 'cakupan', 'hal', 'sinergis', 'sirkulasi', 'untuk', 'kemudahan', 'dalam', 'pemenuhan', 'fasilitas', 'jasad', 'raga', 'atau', 'badan', 'namun', 'acuan', 'untuk', 'mengarah', 'pada', 'pemenuhan', 'atau', 'dwi', 'fungsi', 'kan', 'kemudahan', 'yang', 'ada', 'dan', 'sudah', 'tersedia', 'tersebut', 'sebagai', 'dwi', 'fungsi', 'fasilitas', 'pemenuhan', 'kebutuhan', 'jiwa', 'sehingga', 'kesan', 'balenced', 'terpenuhi', 'between', 'biology', 'and', 'psychology', 'there', 'that', 'jiwa', 'raga', 'nuansa', 'iman', 'and', 'nuansa', 'islam', 'atau', 'agama', 'agama', 'yang', 'tercakup', 'bukan', 'nuansa', 'ateis', 'pki', 'anti', 'tuhanbrsebagai', 'gambaran', 'gambar', 'kan', 'adalah', 'gambarkan', 'islam', 'adalah', 'gambaran', 'nuansa', 'fasilitas', 'menyangkut', 'kebutuhan', 'badan', 'raga', 'dhohirbrsedangkan', 'imam', 'adalah', 'fasilitas', 'kebutuhan', 'jiwa', 'bracuan', 'nuansa', 'mengarah', 'terlahir', 'nya', 'maksiat', 'atau', 'kemaksiatan', 'itu', 'bukan', 'nuansa', 'agama', 'atau', 'keagamaanbrsebab', 'nuansa', 'agama', 'adalah', 'tergambar', 'kan', 'dalam', 'nuansa', 'kemaslahatan', 'atau', 'arah', 'acuan', 'melahirkan', 'kemaslahatanbenefit', 'brsedangkan', 'gambaran', 'jiwa', 'keimanan', 'adalah', 'tanpa', 'pamrih', 'keridhoan', 'allah', 'swt', 'tanpa', 'tanda', 'jasa', 'pemberian', 'tanpa', 'meminta', 'balasan', 'ibarat', 'buang', 'hajatbrmaka', 'sudah', 'jelasbrnuansa', 'apa', 'yang', 'akan', 'ciptakan', 'dalam', 'ikn', 'tersebut', 'apa', 'tergambar', 'untuk', 'fasilitas', 'keduniaan', 'yang', 'melahirkan', 'atau', 'mengundang', 'kemaksiatan', 'saja', 'atau', 'nuansa', 'religius', 'dri', 'sekian', 'agama', 'yang', 'mengundang', 'atau', 'melahirkan', 'kemaslahatan', 'umat', 'bukan', 'lagi', 'kesenjangan', 'tapi', 'badan', 'zakat', 'sulit', 'mencari', 'penerima', 'zakat', 'sebab', 'nggak', 'ada', 'kefakiran', 'sehingga', 'dana', 'alirkan', 'pada', 'sosial', 'pendidikan', 'dan', 'kesehatan']",bilang buang duit ikn opini versi otak koruptor picik zero emisi gagas energi terbarukan kota udh nggak sanggup menampung andaikan rehab biaya lipat lipat biaya ikn brsecara simpel kesimpulan pemikir pikir cetek pendek pikir pemikir luas pikir jangka jangka pemikir kemudahan membawa urusan akhirat acuan nya mengacu urusan jiwabrapa puncak kesuksesan bisnis domestik bruto industri level puncak technologi ter canggih cakupan sinergis sirkulasi kemudahan pemenuhan fasilitas jasad raga badan acuan mengarah pemenuhan dwi fungsi kemudahan tersedia dwi fungsi fasilitas pemenuhan kebutuhan jiwa kesan balenced terpenuhi between biology and psychology there that jiwa raga nuansa iman and nuansa islam agama agama tercakup nuansa ateis pki anti tuhanbrsebagai gambaran gambar gambarkan islam gambaran nuansa fasilitas kebutuhan badan raga dhohirbrsedangkan imam fasilitas kebutuhan jiwa bracuan nuansa mengarah terlahir nya maksiat kemaksiatan nuansa agama keagamaanbrsebab nuansa agama tergambar nuansa kemaslahatan arah acuan melahirkan kemaslahatanbenefit brsedangkan gambaran jiwa keimanan pamrih keridhoan allah swt tanda jasa pemberian balasan buang hajatbrmaka jelasbrnuansa ciptakan ikn tergambar fasilitas keduniaan melahirkan mengundang kemaksiatan nuansa religius dri sekian agama mengundang melahirkan kemaslahatan umat kesenjangan badan zakat sulit mencari penerima zakat nggak kefakiran dana alirkan sosial pendidikan kesehatan
"Lebih cocok anggarannya ntk kemajuan ekonomi, stop IKN blm saatnya krn rakyat msh miskin.",1,Lebih cocok anggarannya ntk kemajuan ekonomi stop IKN blm saatnya krn rakyat msh miskin,lebih cocok anggarannya ntk kemajuan ekonomi stop ikn blm saatnya krn rakyat msh miskin,"['lebih', 'cocok', 'anggarannya', 'ntk', 'kemajuan', 'ekonomi', 'stop', 'ikn', 'blm', 'saatnya', 'krn', 'rakyat', 'msh', 'miskin']",cocok anggarannya ntk kemajuan ekonomi stop ikn blm krn rakyat msh miskin
Top  ikn mantap,1,Top ikn mantap,top ikn mantap,"['top', 'ikn', 'mantap']",top ikn mantap
Jokowi minggat yo ra opo2..opomaneh ana2ke.....dari dulu PDIP dan partai2 lain eksis kok.....emang negara thek &#39;e mbahmu......ngarur2 pake cara ologarkhi  lah.... IKN LAH MK LAH..copot2 poster lah.....bikin rusuh masyarakt!!!!,1,Jokowi minggat opoopomaneh anakedari dulu PDIP dan partai lain eksis kokemang negara thek mbahmungarur pake cara ologarkhi lah IKN LAH LAHcopot poster lahbikin rusuh masyarakt,jokowi minggat opoopomaneh anakedari dulu pdip dan partai lain eksis kokemang negara thek mbahmungarur pake cara ologarkhi lah ikn lah lahcopot poster lahbikin rusuh masyarakt,"['jokowi', 'minggat', 'opoopomaneh', 'anakedari', 'dulu', 'pdip', 'dan', 'partai', 'lain', 'eksis', 'kokemang', 'negara', 'thek', 'mbahmungarur', 'pake', 'cara', 'ologarkhi', 'lah', 'ikn', 'lah', 'lahcopot', 'poster', 'lahbikin', 'rusuh', 'masyarakt']",jokowi minggat opoopomaneh anakedari pdip partai eksis kokemang negara thek mbahmungarur pake ologarkhi ikn lahcopot poster lahbikin rusuh masyarakt
Hutang IKN bertrilyun2........bkn dynasti jokowi kan...nah loh mampus  loh rakyat yg hrs bayar hutang!!!!!!!!!!,0,Hutang IKN bertrilyunbkn dynasti jokowi kannah loh mampus loh rakyat hrs bayar hutang,hutang ikn bertrilyunbkn dynasti jokowi kannah loh mampus loh rakyat hrs bayar hutang,"['hutang', 'ikn', 'bertrilyunbkn', 'dynasti', 'jokowi', 'kannah', 'loh', 'mampus', 'loh', 'rakyat', 'hrs', 'bayar', 'hutang']",hutang ikn bertrilyunbkn dynasti jokowi kannah loh mampus loh rakyat hrs bayar hutang
"Dana IKN utk bangun kemiskinan ,rumah rakyat,bangun umkm, dana minyak curah, kedelai ,ekonomi rakyat.....jauh lebih bermanfaat....IKN UTK APA    ....???????????????????",0,Dana IKN utk bangun kemiskinan rumah rakyatbangun umkm dana minyak curah kedelai ekonomi rakyatjauh lebih bermanfaatIKN UTK APA,dana ikn utk bangun kemiskinan rumah rakyatbangun umkm dana minyak curah kedelai ekonomi rakyatjauh lebih bermanfaatikn utk apa,"['dana', 'ikn', 'utk', 'bangun', 'kemiskinan', 'rumah', 'rakyatbangun', 'umkm', 'dana', 'minyak', 'curah', 'kedelai', 'ekonomi', 'rakyatjauh', 'lebih', 'bermanfaatikn', 'utk', 'apa']",dana ikn utk bangun kemiskinan rumah rakyatbangun umkm dana minyak curah kedelai ekonomi rakyatjauh bermanfaatikn utk
Project tanpa AMDAL....... Luat biasa<br>IKN itu legacy nya Jokowi..<br>Akan menjadi kota mati...,1,Project tanpa AMDAL Luat biasabrIKN itu legacy nya JokowibrAkan menjadi kota mati,project tanpa amdal luat biasabrikn itu legacy nya jokowibrakan menjadi kota mati,"['project', 'tanpa', 'amdal', 'luat', 'biasabrikn', 'itu', 'legacy', 'nya', 'jokowibrakan', 'menjadi', 'kota', 'mati']",project amdal luat biasabrikn legacy nya jokowibrakan kota mati
Sama aja ini sudah jadi corong rezim untuk bagus bagusin IKN ‼️‼️‼️‼️‼️<br>Selamat anda akan dapat uang  dari ngebuzzer rezim,0,Sama aja ini sudah jadi corong rezim untuk bagus bagusin IKN brSelamat anda akan dapat uang dari ngebuzzer rezim,sama aja ini sudah jadi corong rezim untuk bagus bagusin ikn brselamat anda akan dapat uang dari ngebuzzer rezim,"['sama', 'aja', 'ini', 'sudah', 'jadi', 'corong', 'rezim', 'untuk', 'bagus', 'bagusin', 'ikn', 'brselamat', 'anda', 'akan', 'dapat', 'uang', 'dari', 'ngebuzzer', 'rezim']",aja corong rezim bagus bagusin ikn brselamat uang ngebuzzer rezim
Aku sih setuju subsidi BBM dicanut...buat anggaran dasar rakyat; kesehatan dan pendidikan...utk ikn tetep lanjut<br>Teruslah pesimis kaum kadrone bin nasdrone 😂😂😂,0,Aku sih setuju subsidi BBM dicanutbuat anggaran dasar rakyat kesehatan dan pendidikanutk ikn tetep lanjutbrTeruslah pesimis kaum kadrone bin nasdrone,aku sih setuju subsidi bbm dicanutbuat anggaran dasar rakyat kesehatan dan pendidikanutk ikn tetep lanjutbrteruslah pesimis kaum kadrone bin nasdrone,"['aku', 'sih', 'setuju', 'subsidi', 'bbm', 'dicanutbuat', 'anggaran', 'dasar', 'rakyat', 'kesehatan', 'dan', 'pendidikanutk', 'ikn', 'tetep', 'lanjutbrteruslah', 'pesimis', 'kaum', 'kadrone', 'bin', 'nasdrone']",sih setuju subsidi bbm dicanutbuat anggaran dasar rakyat kesehatan pendidikanutk ikn tetep lanjutbrteruslah pesimis kaum kadrone bin nasdrone
"Saya ketemu pak jokowi anehnya biasa aja tu gak merasakan klu dia orang no 1 di Indonesia  atau wao banget gitu ,di cikarang pas pak jokowi ngresmiin pabrik wuling  di cikarang. .",1,Saya ketemu pak jokowi anehnya biasa aja gak merasakan klu dia orang Indonesia atau wao banget gitu cikarang pas pak jokowi ngresmiin pabrik wuling cikarang,saya ketemu pak jokowi anehnya biasa aja gak merasakan klu dia orang indonesia atau wao banget gitu cikarang pas pak jokowi ngresmiin pabrik wuling cikarang,"['saya', 'ketemu', 'pak', 'jokowi', 'anehnya', 'biasa', 'aja', 'gak', 'merasakan', 'klu', 'dia', 'orang', 'indonesia', 'atau', 'wao', 'banget', 'gitu', 'cikarang', 'pas', 'pak', 'jokowi', 'ngresmiin', 'pabrik', 'wuling', 'cikarang']",ketemu jokowi anehnya aja gak merasakan klu orang indonesia wao banget gitu cikarang pas jokowi ngresmiin pabrik wuling cikarang
