komentar,label
"Sama, awalnya jg gw gak setuju adanya IKN. Tp setelah gw cari tau lebih bnyk, ditambah penjelasan sejarah dan awal mula pemerintah memutuskan membangun IKN dr pak Ridwan Kamil, terlebih dia yg bertanggung jawab nyetujuin desain2 bangunan yg ada disana. Gw setuju, karena gw jg salah satu penggemar pak Ridwan dr hasil karya/desain yg udah banyak dia bangun. Semoga, siapapun presidennya tetep ngelanjutin IKN biar dana yg udah terpakai gak kebuang sia2. Dan kalo itu terwujud akan jd pusat destinasi dunia. Keren..",1
"Menurut gw :/, pemerintah lebih Fokus menyelesaikan pembangunan ikn Nusantara secepat mungkin daripada Fokus menyelesaikan semua pemerataan pembangunan di seluruh Indonesia dari Sabang sampai Merauke, masuk akal kenapa jalan tol Sumatera gak selesai dan jalan trans Papua gak selesai dan juga sirkuit Mandalika mengalami kerugian besar dengan fasilitas yang tidak memadai dan pembangunan pulau Bali gak selesai sampai hari ini, berarti Indonesia emas di tahun 2045 malah ikn Nusantara yang doang untuk kemajuan Indonesia Raya dan ikn Nusantara untuk siapa, mungkin untuk khusus orang politik dan khusus orang yang paling kaya raya yang laya untuk ditinggalin di ikn Nusantara, makes sense :/",1
Well sebanyak apapun edukasi ke pembenci cma bakal jadi sia2…,1
"Andaikan Para Pemilih Itu Cerdas Semua, Maka Mereka Akan Bisa Memastikan Bahwa Program Makan Siang Gratis, Internet Gratis dan Lain2 Yang Gratis Itu Adalah Janji Yang Tidak Mungkin Semua Direalisasikan. Ini Saja Untuk Memuluskan Proyek Ambisius IKN Saja Udah Kewalahan Mencarikan Dananya, Subsini Ini Itu Sudah Dikurangi bahkan Ditarik, Pajak Ini Itu Sudah Naik dan Yang Paling Terasa Adalah Pajak Operator Seluler Yang Naik 10%, Kemudian Lagi Kenaikan Harga BBM dan Lain2. Lalu Kalau Dipaksakan Program Gratisan Ini Dipaksakan Darimana Dananya, Yang Ada Rakyat Lagi Yang Akan Menanggung Akibatnya. Sadarlah Kalian Wahai Anak Bangsa, Jangan Terlalu Diperturutkan Ambisi Politikus Haus Kuasa Dengan Berbagai Janji Di Luar Logika dan Dengan Segala Cara. 😢",1
"Saya SEPEMIKIRAN sama lu broww.....TAPI SAYANG INDONESIA PUNYA NETIZEN YANG MAHA BENAR.....dan susah buat warga indonesia berfikir maju,buat kebaikan NKRI kedepannya....",1
"Nomor satu yang gue banggain Banyak Hutan di Indonesia ❤, sekarang 💔.<br>Bangga banget dulu film Jumanji tuh si Robin Williams nyasarnya ke Indonesia.",1
Saya salut sama brunai darusalam. Negara itu kecil tidak ada bangunan yang tinggi yg bagi sebagian orang gedung tinggi itu sebagai simbol negara maju tpi masyarakat brunei tidak punya itu tapi rakyatnya makmur sejahtra. Jika orang bertanya kepada orang brunei apa yang kmu banggakn di brunei jwbnnya kmi masyarakat yg makmur sejahtra,1
Paslon 1 akan hancurkan proyek IKN ini..malah akan menampung pengungsi rohingya di pulau galang... Jd apa yg akan d banggakan indonesia? Rohingya!!! 🎉,1
Sangat sangat penting ibu kota negara dipindah ke kalimantan,0
"Yang dikenal indonesia di dunia : Bali, masyarakat ramah, negara yg nyaman untuk tinggal, dan banyak lagi.<br>Pindah ibu kota saya setuju, tapi apakah harus dengan anggaran 500 T disaat kondisi krisis, dan kenapa harus dikalimantan 😂.",1
"400-an T? Wkwkwkk, setelah ganti menteri itu 1400 T",1
"Oi, emng agak telat ya gw nanyak, ni orang yang tinggal dan menjadi penduduk disana, itu prosesnya gmn? Transmigrasi? Kayak, penduduk itu mudah di pindah aja, kek siapa yang punya aset daj di pindah di sana, bagaimana perkembangan penduduknya, ini dunia nyata ya, anggep aja rise of empire lah game, nah nah, coba jelasain prosesnya",0
"Gue dukung. Kita bukan meninggalkan Jakarta, tapi kita menyelamatkan Jakarta. Jakarta udah kritis, kalau dibiarkan 50 tahun kedepan lagi mungkin udah jadi sea-world. Mau dipertahankan? Silakan, pake metode apa? Tanah kita udah merembes kedalam, mau dinaikin pake apa? IKN dipilih bukan oleh orang tolol, ada penerapan berbagai disiplin ilmu disana, salah satunya geologi, apakah lokasi itu aman dari potensi gempa atau tsunami dsb. Posisi IKN juga lumayan ditengah antara Sabang-Merauke. Jadi saya dukung IKN sepenuhnya.",0
"IKN hanya keinginan bukan kebutuhan. Soekarno ingin memindahkan ibukota dalam sejarah karena ancaman dari kolonialisme. presiden selanjutnya hanya kena efek soekaroisme, seakan-akan pemikiran soekarno wajib di realisasikan. Ngomongin ekonomi ke-4 terbesar di dunia, kalo cuma ekonomi sebagai &quot;pasar konsemen&quot; apalah artinya, produk asing, meskipun made in indonesia tetap saja mayoritas produk asing, sampai kapan kita menjadi negara &quot;pasar konsumen&quot;. Apakah kemakmuran dan kesejahteraan rakyat terjamin kalo indonesia menjadi negara maju dan menjadi ekonomi terbesar ke-4 dunia ?",1
"Cek fakta siapa yang untung dan rugi di Chanel Narasi Newsroom tentang IKN. Menurut saya ini bukan tentang apa yang ingin dibanggakan, sebuah kebanggaan ego sektoral yang dipaksakan kepada rakyat, kebanggaan itu harus lahir dari rakyat, dan bukan tentang kemegahan pembangunan, tetapi tentang kedaulatan rakyat. Satu hal yg saya banggakan tentang Indonesia pada Dunia, adalah Pancasila, yang sekarang ini hanya menjadi sekadar simbolis dan alat politik. <br><br>Sy setuju IKN bung, dengan syarat ditindak ulang regulasi, proses operasional dan AMDAL, dan ada kepastian hak untuk masyarakat kecil di sana, saudara yang terdampak di kalimantan.<br><br>Pembangunan Istana di atas penderitaan dan ketidakberdayaan rakyat bukanlah pembangunan, tetapi perampasan.<br><br>Disclaimer, Just My opinion, sebaiknya audiens di sini juga pergi cek fakta² tersembunyi lainnya tentang IKN di kanal² investigasi dan jurnalis.",1
"Oke aku setuju.. opini harus di bangun dari fakta... agar  saat kita berkomentar , bisa tepat sasaran dan akhirnya mendekatkan kita pada solusi dari opini tersebut",1
"pasti si om yg punya asset di Jakarta akan bikin konten utk kontra IKN 😂😅<br><br>sisi positif IKN sangat banyak, salah satunya pemerataan.",1
Semoga pak prabowo gibran jadi presiden agar bisa melanjutkan program IKN Aamiin,1
"IKN cuma buat dibanggakan Negara lain? Kehidupan yg nyaman buat kalangan elit bukan rakyat.<br>Cuma buat simbol Negara? Masih banyak rakyat yg menderita.<br>Jakarta tidak kondusif, banyak masalah? Terus kabur ke kalimantan?<br>IKN buat dibanggakan anak cucu? Yg untung pejabat malah, bahkan dari sebelum IKN jadi.<br>Anak cucu butuh keadilan, kemakmuran, bukan yg dibanggakan doang.<br><a href=""http://www.youtube.com/results?search_query=%23salamperubahan"">#salamperubahan</a>",1
Kau ambil contoh negara orng lain..ttpi korupsi nya g kau bandingkan..beda lah bro..,1
"KENAPA INFLUENCER , KONTEN KREATOR SANGAT BANGGA DENGAN KONTEN YANG PRO PENGUASA ? TETAPI TAKUT DAN JIJIK UNTUK MEMBERITAKAN RAKYAT YANG TIAP HARI NYA BELUM TENTU DAPAT SESUATU UNTUK DI MAKAN .",1
Semoga nanti prabowo eksekusi IKN nya makin kenceng 🙏,1
Buang buang bagai mana kalian di Jawa saja karena bagian timur dan tengah agar ada pemerataan ekonomi ini bukan berjubel di Jawa saja.,1
Bayaran kau influenser banyak kalou di bandingkan sama petani kecil yg dapat bansos tapi semua harga2 mahal.. cek satu persatu harga kenaikan harga pangan...wey dari taun ketauan...,0
Bang indonesia udah nomor 1 yaitu negara islam terbesar,0
Negara belum mensejahterakan rakyat kok malah bangun IKN ...<br>Masalah di masyarakat bawah banyak.... misalnya subsidi pupuk berkurang lebih dari 50%  BPJS mandiri diwajibkan...BBM SUBSIDI susah... Jangan membanggakan bisa bersanding presiden... Coba bersanding rakyat bawah...,1
ikn dan hilirisasi harus tetap dipertahankan untuk 2045,0
dari pada duit dikorupsi sudah tepat PK Jokowi buwat ibu kota Nusantara mantap lanjut terus kalau nak kritik koruptor ini simbul dikritik lucu didukung biar tmbah disegani dunia..,1
Harta karun terbesar berada di tempat IKN di bangun. Oercaya atau tidak pasti percaya,1
Masih banyak yg kekurangan sekolah dan puskesmas dan rumah sakit dan masih banyak lagi orang menengah kebawah yg sulit dapat pekerjaan masih mikirin IKN contoh negara yg ngaku kaya tapi banyak utang jangan banyak omong kosong lah sini ngobrol sama masyarakat bawah biar pada tau kebutuhan masyarakat Indonesia sebenarnya yaitu kesejahteraan dan kesetaraan dalam segala hal,1
Pendapatmu membuat kita makin yaqin. IKN akan jd kebanggaan kita bersama di th 2040. InsaAllah,1
ini kelasnya negara kalo bari triliun belom quadraliun masih normal .. Jika masih ada pemikiran triliun itu angka besar untuk negara berarti minsetnya masih dangkal...,1
kita kawal terus pembangunan ikn.kita pantau biyar progres nya maksimal tidak ada kata macet.apa yg sudah menjadi komitmen bersama harus diwujudkan untuk mencapai Indonesia emas.doa ku untuk Indonesia ku tercinta...,1
klo saya melihat itu IKN dibangun sebagai pohon uang bagi indonesia.. yaitu dengan masuk ny banyak investor ke kita.. nah baru dari hasil investasi tersebut bisa dipakai untuk &#39;kebutuhan yang lebih penting yg lain&#39;.. nah tapi yang dikhawatir kan adalah kalo proyek ini di hentikan.. atau di halang2i atau di ganggu progress ny.. maka yg terjadi adalah duit investor itu akan lenyap sia2.. pembangunan yg sudah berjalan akan percuma.. dan kedepan ny indonesia tidak akan dipercaya lagi oleh para investor..,1
"Terserah orang yiyir apapun yg penting kami dukung IKN,terima kasih bpk presiden Jokowi semoga sht sllu bapak presiden Amin.",1
"Siapapun itu harus lanjut IKN, negara kan rugi jika tidak lanjut, ini sudah dimulai dan harus diselesaikan. tidak usah berdebat lagi",1
hutang Indonesia pikir janhan ngocor banyak pengangguran kemiskian liat jangan ngobro melulu,1
Ini lho yang namanya kritis..<br><br>Bukan koar koar &quot;Mau turun dg cara damai atau Berdarah darah&quot;.,0
"IKN memang penting untuk Indonesia kedepan dan pasti sangat bagus kalau dibahas betapa pentingnya IKN, hanya saja perencanaannya yg tdk matang terkesan terburu2 dan dipaksakan, lebih kental kepentingan bisnis elit dan kepentingan politiknya dibanding urgensinya, selain itu antisipasi culture shock dan dampak lingkungan yang diakibatkan kurang diperhitungkan, pemilihan tempat yg kurang tepat sehingga biaya pembangunan yg tdk efisien dan membengkak sehingga membebani APBN yg seharusnya bisa digunakan untuk kepentingan yg lebih urgent. semoga rakyat semakin cerdas menyikapi hal ini, tdk tergiring opini dan lebih realistis dalam menilai.",1
Mau tunggu jakarta tenggelam baru buru buru cari tempat  untuk bangun  IKN.,0
dulu kereta cepat byk yg protes setelah jadi sangat bermanfaat buat masyarakat,0
"Liat konten ini ,anda berasa sepaleng pinter padahal lahir di indo km nya kok gak bangga anjay",1
"Bgus bangat narasi anda,utk membuka mata para kadrun agar bisa melihat apa ttg IKN,kalimantan bila tdk dibangun jd ibu kota akan bnyak dampaknya karena sejak presiden pertama sdah punya rancangan utk itu",0
Sebentar tak tanyakan dulu pada hewan penghuni hutan yang kabur karena rumahnya ditebangi tanpa kompromi sebelumnya.,1
"IKN harus lanjut supaya pertanian modern terlaksana,  supaya bisa bersaing dgn negara2 maju dan ekonomi makin kuat",0
"Lah bukannya kita banyak peninggalan budaya ya, contohnya kaya candi, dll. Memang bener, banyak yg kita punya dan bisa dikembangin, tapi karna pemeliharaan kurang akhirnya malah dianggap gak ada, malah proyek proyek baru seperti IKN saja yg dilihat, wajar sih kalau ada istilah &quot;influencer cair&quot;. Saya bukannya benci IKN, yg saya benci adalah tujuan dibalik IKN, ada banyak keserakahan disitu, persiapan pendanaan juga sangat minim, apakah kita langsung percaya kalau banyak investor yg langsung mau invest kesana, sedangkan prinsip investor itu harus cepat balik modal, jujur setelah melihat video koh raymond, gua masih anggap ada &quot;influencer cair&quot; dan gak menutup kemungkinan salah satunya koh raymond.",0
Pokonya harus pindah .jakarta sudah parah macet 24 jam di mana mana macet. Fakta jakarta macet total .terlalu sudah berlebihan kebanyakan penduduk .sudah gak muat,0
"Apa yang paling kami banggakan dari Indonesia,,, Sumber daya alamnya, kesuburannya, hutan yang luas dan keaneka ragaman hayati di dalamnya yang sangat melimpah. Bahkan itu yang dicari oleh penjajah dulu, ini juga yang dilirik orang luar. Tapi sayangnya itu sudah semakin rusak... Ingat lagu Kolam Susu. Indonesia seharusnya bangga dengan itu semua dimana tidak semua negara memilikinya. <br>Kenapa mencoba peruntungan dengan membangun IKN yang belum tentu akan jadi Kebanggaan dan jadi no 1 di dunia? bukankah bisa jadi akan ada negara lain yang lebih kuat membangun yang lebih hebat lagi dari IKN? <br>Pembangunan yang dimulai dengan &#39;pengerusakan ugal2an&#39;. Contoh : kemarin kita jadi penghasil sawit no.1 di dunia, tapi sekarang gimana nasib sawit kita? <br>Saya bukan sama sekali menolak IKN, kenapa karena background pembangunan IKN ga sekedar itu, ada motif yang bukan sekedar itu, ada modus keserakahan, bisnis tersembunyi, processnya sudah mencurigakan. Jadi opini saya kalau IKN akan dibanggakan jadi no 1 di dunia, kira2 kebanggaan itu umurnya hanya sebentar,,, sisanya hanya jadi kenangan aja.. karena itu hanya &#39;buatan segelintir manusia&#39; yang bukan Legacy Bangsa",1
"Setuju bang, gua juga berfikir seperti ini, kalau pemeliharaan kita bagus, ada banyak sekali yg bisa indonesia banggakan, tapi koh raymond disini sangat menggiring opini banget saya lihat, semakin yakin juga dia salah satu dari &quot;influencer cair&quot;",1
Kira2 capres yg ga dukung IKN punya literasi ke gini ga ya.?,1
Raymond karena engkau warga negara ASING.. Indonesia maju harus uang nya lari bukan luar negeri tapi dalam negeri pada masyarakat lokal sendiri.. ENGKAU ANTEK ASING RAYMOND YG MEMBUAT NEGARA&#39; MISKIN,1
"Gak perlu bangun IKN, sing penting bangun SDM nya",0
"Indonesia adalah Muslim terbesar di dunia, yang bisa bertoleransi dengan agama minoritas lainnya ❤",0
Gw setuju bro indonesia bukan cuma Jawa  sekalipun gw generasi ke 4 yg lahir di Jawa . <br>Dan sudah semestinya tempat itu di bangun . Bukan cuma di rampok .<br>Salam latuperissa,1
"Ikn itu pusat nya bangsa dan Negara, ikn itu bukan bagaimana dimana bagaimana dirimu, tetapi bagaimana aku, ingat itu.",0
yg d banggain dari indonesia bagi aku  adalah PAK PRESIDEN JOKO WIDODO...,1
No 1 delicious &quot;Rendang&quot; ya g sih?😅,1
Gue bangga DKI tetap ibu kota<br>....bukan prgi yng ada hrsnya dbenahi.....diprbaiki ...Yng pnh sjrh msa lampai hars tetap dprthnlan.,1
"Kenapa justru tokoh2  tua yg tdk paham, anak muda ini sangat visioner, semoga  dpt dieksekusi dg cepat dan berhasil demi kejayaan Indonesia",1
IKN itu dibuat untuk huniannya IKATAN KOMUNIS NUSANTARA...!!!,1
"Temen2, cek juga bukamata dari channel NARASI deh...judulnya &quot;Apa yang tidak dkatakan Jokowi soal IKN&quot;. SUpaya sesuai dgn saran di video ini, untuk kumpul info dulu sebelum beropini",1
Bagi orang yg otak nya kurang.. ga kn masuk ke program jokowi..,0
"IKN bentuk Perluasan pemerintahan bukan pindah ibukota , krn jakarta sudah seperti pemaksaan kuota administratif kenegaraan , ancamannya kelestarian lingkungan dan  keaslian budaya warga lokal.",0
"Kalau mnrt gua…gak ada yg menolak IKN,namun JANGAN dipaksa harus sekarang..!!",1
"SDM kita masih jauh..kecuali keturunan .mungkin kalo merubah pola makan kita sedikit nasi banyak lauk nya ,membuat kekuatan dan IQ kita lebih kuat..makan kita aja banyakan pengungsi rohingya . Sampai kpn kita bisa setinggkat china ,jepang ,korea..mungkin 50 atw 100 th atau ...",0
Belum waktunya bos buang duit pake utang LN bangun beton disana,0
Mantap untuk kemajuan negara. Klo paslon no  satu bubar ikn . Karena paslonnya pembihong dan penghianat . <br>Mau mangkrakin ikn,0
Lanjutkan trss ikn. Insyaallah akn ada investor dr dlm negri yakin hbs pilpres investor ada dr pribumi tanpa hoax maju trs Indonesia Nusantara ku pak Jokowi sht sukses berkah bahagia sll.prabowo hrs menang aminnn,0
Di jamin gak bg ini brmanfaat untuk rakyat menengah k bawah.. bukan cuma buat mnengah ke atas yaa.. jelasin bg plis,1
"Klu ada yg hentikan IKN, kami warga Borneo pasti bisa bangun  dengan cara kami sendiri.<br>Salam Persatuan utk Indonesia Maju.❤❤❤",1
"Kalau masih ngutang, buat apa berbangga bangun IKN. Ini ibarat anda beli mercy pakai hutang. Apa yg mau dibanggakan? Lebih baik dana nya focus ke pendidikan. Jika masyatakat sudah pintar, otomatis bangsa akan maju.",0
Menurut kami tdak ad negara buang2 uang. Klw jakarta sudah tdak layak jdi ibu kota negara.,0
"Max 25 % is Bullshit !!! Invasi deforestrasi akan menjadi² dan terus merambat, dan membabat hutan tempat tinggal suku adat kalimantan, akan makin banyak oligarki, perusahaan² raksasa yang pasti akan berbondong² untuk berebut lahan,membabat hutan, untuk membagun industri,pabrik, dengan alasan &quot;untuk kepentingan ekonomi negara&quot; Supaya ada penyerapan tenaga kerja. Is bullsit !!! Jokowi gak paham Environmental Ethics,Ecofeminism,Feminis point of you. IKN itu di canangkan terlalu Tiba², dan tidak ada dialog secara terbuka di ruang publik, dan tidak transparant terhadap masyarakat, dan lebih lucu lagi, ibu kota &quot;kita&quot; Yang di kalimantan ini, muncul sudah bergandengan dengan undang² ikn yang baru di buat tahun 2022, kalo sudah dalam bentuk undang² kita bisa apa ? Knapa gak dari tahun 2014 sejak jokowi terpilih jadi pemimpin negara ? Kenapa gak di tahun priode 2019-2020 undang² ikn dan ibu kota di kalimantan di canangkan ? Kenapa harus di penghujung jabatan ?dan dengan secara tiba², bagi kita yang akademis dan bernalar kritis, kita sudah terbiasa dan sedikit paham bicara soal bahasa intelektual,terminology, dan juga mengawasi setiap policy pemimpin dan elit politik, dan kita akan bantah itu, tindakan apapun itu apabila ada kebijakan yang keliru yang merugikan, tetapi bagi mereka teman² kita orang awam tidak di bekali nalar kritis dan pikiran non akademis, mereka cuma berpikir dari hasil pikiran sentimen mereka, dan mereka akan menganggut dan mengiyakan kebijakan keliru, dan apalagi ikn ini di barangi dengan undang², yang jelas membuat orang awam takut, awas loh ! ikn itu udah ada undang² loh ! kalo yang nolak ikn di penjara loh ! Itu narasi² real fakta di tengah masyarakat sekarang, yang menjadikan mereka sekarang takut untuk bersuara ? sehingga masyarakat awam makin bodoh dan jadi lebih pengecut, karna di takut-takuti oleh undang². Dan sebagai konsekwensinya, bangsa ini akan cenderung rusak dengan cara berpikir mundur, dan selalu menjadi bangsa bodoh dan akan slalu menerima kebijakan² pemimpin yang keliru tanpa ada dialegtika secara terbuka dan transparant.<br><br>Satu rumput liar yang kau cabut pun, akan menjadi masalah besar bagi para ulat, karna hak mereka untuk memakan daunpun kau rampas, <br><br><a href=""http://www.youtube.com/results?search_query=%23environmentalethics"">#EnvironmentalEthics</a> <a href=""http://www.youtube.com/results?search_query=%23ecofeminism"">#Ecofeminism</a> <a href=""http://www.youtube.com/results?search_query=%23kontraikn"">#KontraIKN</a>",0
"Pemimpin Yang terbaik tetap mensejahterakan rakyat dulu, baik dari segi apapun dan lapangan kerja gampang tanpa ada embel2 ordal. Investasi sama saja tidak urgent, ujung2nya terbengkalai. Miris😢",0
"Setuju pindah, tp ga harus terburu buru...",1
PemerTaan ekonomi yg pasti gua setuju bgtt biar g fokus ke Jawa mulu biar Indonesia sentris bukn Jawa sentriss.. Klu sudah gnti presiden g di lanjutin IKAN parah sih tu presidenn,0
"Lebih baik mengupgrade 40 kota di seluruh Indonesia, dasarnya udah ada tinggal upgrade menjadi lebih baik lagi kota2nya kan tujuannya supaya pembangunan kita merata",1
budget reno jakarta  supaya  tetap layak tetap jadi ibukota sama membangun ikn besar mana,1
"Oalahhh baru paham setelah dijelasin ko, tau ngga ketakutan terbesar aku dulu sebelum paham lihat angka 465 T langsung kepikiran gimana dg jumlah pengangguran yg semakin bertambah nantinya krn tkt pemerintah nggak berani rekrut ASN / P3K lagi, krn mau digaji pake apa ? wong angkanya segitu. Krn isu simpang siurnya adlh banyak investor yg batal berinvestasi di proyek ini dg kata lain berarti kalo mau melanjutkan proyek ini satu2nya anggaran adlh APBN. Trus isu2 lain spt kenaikan pajak, subsidi distop demi menyelamatkan APBN.<br><br>Memang jubir itu wajib ada dan punya public speaking yg bagus, bs komunikasikan dg bahasa sehari2 yg mudah dipahami oleh seluruh lapisan masyarakat.",1
Indonesia semakin maju dan berkembang... Jgn memulai dr nol lagi... Lanjutkan ✌,1
"Semenjak IKN, kota ku Balikpapan macet parah, selalu ada berita kriminalitas di kota ini. Orang yang lama/lahir di balikpapan pasti tau banget betapa nyaman, aman dan gak pernah macetnya balikpapan ini, tapi sekarang berubah 180° entah itu karena IKN atau apa, saya cuma merasakan apa yang saya rasakan sebagai warga asli Balikpapan kota penyangga IKN.",1
Manteb bang. Banyak akses bisa jadi sumber cuan buat masyarakat sekitar jalan.,0
"Di bayar apa GK KLO untuk kemajuan Indonesia kenapa gk  , gitu aja repot",1
"IKN? Given the economic stance of view, dari sisi defence subregional case IKN tidak menjamin. Bayangkan penetrasi lewat lautan Pacifics armada laut musuh masuk ke laut Philippine langsung Gorontalo akses ke IKN mudah. Butuh pemindahan pangkalan AL dengan segala fasilitas hardware software dengan dana yg besar. Mungkin perlu pangkalan AU di sulawesi Tengah. Perlu Kodam dengan peralatan. Beda klo Jak utk sementara tetap terkendali dlm defence area posture. Armada militer asing sdh terperangkap di Laut Cina Selatan, perlu waktu utk masuk ke Laut Jawa, sementara sdh terjebak di Riau kepulauan. Jadi IKJ relatif terkendali dengan pangkalan Armada laut Barat dan pengkalan udara militer HPK. Dan Kodam Jaya sdh existing puluhan th. Jadi relatif aman terkendali. Mungkin di th 2045 cicok ikn baru.",0
"Lebih kritis buat mereka yg selalu bicara tentang pemerintahan tidak perhatikan pendidikan.. buanglah jiwa mengemis kalian, cerita singkat, ibu saya yg tidak bersekolah dan tidak punya ijasah, tetapi bisa berjualan sampai menyekolahkan saya sampai selesai SMA, dan setelah selesai SMA saya bekerja di perusahaan selama 5 tahun, dan bisa membiayai studi saya di perguruan tinggi hingga selesai dengan gelar sarja.. jadi buat kalian kalian yg punya latar belakang orang tua seperti saya, stop tanamkan sifat mengemis kepada pemerintah, kalian juga bisa seperti saya.. asalkan mau tetap bersyukur dan komitmen untuk mengangkat martabat orang tua kalian..",0
YG PALING D BANGGAKN NEGARA INDONESIA IBU KOTA JAKARTA YG KOMUH MACET BANJIR SEMERAUT POLUSI ITU LH YG D BANGGAKN NEGARA INI,0
"IKN harus dilanjut sampai jadi krn imi kebanggan Indonesia , sebab DKI jakarta adh penuh sesak",0
"Lu ngomongin utang negara, lu sendiri paham ekonomi gak? Atau jangan-jangan cuma ikut-ikutan aja?",0
Kereeen bingiit..,1
Namanya dian rana .repoter IKN saya slalu ngikutin liputan  dian rana IKN.,1
"Kang anis menolak ikn boy, tanggepannya gmna tu ? Apa malah mundur ??",0
Buzzer dasar.. Mang harus bgt jg no 1??? Bwt apa? Bwt sypa? Indonesia biasa biasa aj jalanin yg udh ad semakin maju juga udh beres..,0
Yg sy banggakan dr indonesia. Bahasa dan suku nya. Dan persatuannya.,0
Saya mendukung IKN. perbatasan dgn malaysia harus dijaga. Yg blm tau IKN tdk mau maju.,1
Keberagaman suku nya itu yang saya suka.,1
Gak ngaruh buat anak cucu ku....kalau hanya ikn apa2 mahal ...,1
"Asli,.. Ini IKN musti lanjut dan harus jadi sih... Untuk Indonesia sentris, BUKAN jawa sentris. Semoga mau siapa pun Presiden yang terpilih nanti, punya visi dan misi yang sama untuk Lanjukan IKN dengan tidak melakukan KKN, atau pengurangan spesifikasi  bahan bangunan material yang dipakai untuk bangun IKN.",0
"Konsepnya ikn sih bagus, asal perlu diingat pilpres 2024 harus dg cara benar bersih, jujur &amp; adil, serta beretika dan perlu diingat netralitas pemimpin itu penting, maka indonesia emas 2045 bisa terwujud tp bisa juga tidak, asal selama masih berada di koridor Ibu Megawati sbg sosok spirit/spiritual maka indonesia emas 2045 akan mudah terwujud sih, mudah mudahan rakyat indonesia ngerti &amp; pinter bisa memilih pemimpin 2024 sesuai hati nurani masing-masing",1
Jakarta udh mau tenggelam klo nunggu tenggelam ya repot😊,1
Coba liat tribun Surakarta nanti tau apa itu IKN..pak Ridwan Kamil udah nerangin sampai detail..biar ga salah  persepsi ..,0
"IKN dong.....baru proses yabong, lanjut.....kebaikan untuk penerus&quot; anak&quot; bangsa.",0
"Skrg gk lenting sumber,info dll, karna misal pendukung o1, pasti nolak, karna petinggi2 o1 mnolak dan pendukung o2 dan o3 pasti mreapon positif kana visi msi o2 dan o3 tdak jauh beda",1
"keren mkasih bank sudah buka mata dan mengangkat niat baik presiden,kerja keras beliau.kita yg kurang pengetahuan cuman modal yakin atas tindakan presiden tapi gak bisa ceritain kerja keras beliau",0
Pertanyaan aneh<br>Kalau bertanya ikn buat apa<br>😂😂😂😂<br>Ibukota yg di bngun dari nol<br>Akan terjaga dan tertata,1
"Jika anda ingin IKN berhasil, jangan pilih paslon nomor 1. Bahaya.",0
Dulu kereta cepat juga di nyinyiri akhirnya berjalan dengan baik.,0
"Saya orang kalimantan selatan, sangat dekat dwngan IKN, dan saya ingin menyekolahkan anak saya di IKN. Karna di sana akan di bangun universitas kelas dunia.",1
Yg kebakaran jengot itu orang2 yg punya aset di dki takut kalau entar jadi sepi kalau pindah,1
Walaupun tidak mengerti tentang ikn tetapi aku yakin project ikn itu akan menjadi kebanggaan Indonesia kedepannya,1
lo bayangin ibu kota US di newyork? apa bakal ttp maju?,1
"ehmm untuk kali ini... gue nggk stuju bang @raymond Chin . Ammdalnya aja tdk ada,,, ud banyak investor??? ada buktinya ???",0
Coba mari kita buktikan Dimada siapa Indonesia akan menjadi Negara Super power,0
"Kaleng kaleng lah ngomong nya. Ternyata kmu tidak pintar bgd bahas ekonomi. <br><br>Mas saya kasih gambaran sedikit ya soal ekonomi <br><br>Pertama itu kalo mau buat sesuatu pasti yg paling penting itu sistem nya, agar tidak ada kegiatan menyimpang. Apa lagi kalo menyoal pembangunan yg membutuhkan uang, gimana cara nya kita buat sistem agar tidak di korupsi. Contoh korupsi hukum mati, perampasan aset dan lain lain. <br><br><br>Kedua kalo mau bangun sesuatu itu lihat modal dan anggaran. Kalo anggaran proyek nya 400 T cuma punya modal cuma 50T sisa nya dari utang buat apa di buat? Bunga nya nanti lebih besar di banding pemasukan. Itu berbahaya",1
"tambah yakin buat milih prabowo, karna cuma  satu-satunya capres yang realistis sama keadaan dan tetap lanjutin IKN. No to Pak Anis udah belajar dari Reklamasi",0
IKN utk anak cucu kita ke dpn nya. Kt jgn ego bos...jgn liat skr nya...lihatlah masa yg akan dtng...,0
SDM tinggkatkan dulu deh. utk iventasi negara juga. Saya optimis IKN akan jadi. Ttp bisa ga ngerubah pendapatan atau nasib 200 juta masyarakat Indonesia.,1
50 kota selaras dengan JAKARTA. UANGNYA DARIMANA?? 5 MILIAR DESA PERTAHUN? BERAPA JUTA DESA DIINDONESIA X 5 TAHUN = UANG DARI MANA?? NEGARA DISERANG? BUAT APA BELI ALUTSISTA NEGARA KITA KAN AMAN?? WKWKWKWK OTAK NYA DARIMANA? WKWKK,0
"Intinya simple gue, yg dukung IKN gue dipihak tidak dukung, lebih baik uangnya untuk bangun infrastruktur lain yg lebih banyak dan lebih merata di seluruh Indonesia. Titik.",0
Keren. ❤ 02 yg pasti penerus perjuangan masa depan.RI,1
"Tapi masyaalloh ja ea ada jgk capres yg ga paham dn menolak kelajutanya IKN.itu lah kenapa sekarang ini persiden turun tangan atau bahasa jawanya cawe&quot;iya karena nasib indonesia ada di IKN.klu sampai menang yg ga proo IKN,ga bahaya tah ,,,,salam waras 🙏🙏",1
